"block_id","conc_r","conc_c","response","drug_row","drug_col","conc_r_unit","conc_c_unit","cell_line_name","row","col","synergy_zip","synergy_hsa","synergy_bliss","synergy_loewe"
1,3.25,3.25,24.449,"5-FU","ABT-888","uM","uM","A2058",4,4,11.1230923884578,10.9808012309,10.5120931296991,24.3197917434268
2,0,0,0,"5-FU","AZD1775","uM","uM","A2058",1,1,0,0,0,0
2,0,0.0325,0.601006165,"5-FU","AZD1775","uM","uM","A2058",1,2,0,0,0,0
2,0,0.08,5.039183609,"5-FU","AZD1775","uM","uM","A2058",1,3,0,0,0,0
2,0,0.2,32.50011427,"5-FU","AZD1775","uM","uM","A2058",1,4,0,0,0,0
2,0,0.5,80.81136886,"5-FU","AZD1775","uM","uM","A2058",1,5,0,0,0,0
2,0.35,0,0.079164131,"5-FU","AZD1775","uM","uM","A2058",2,1,0,0,0,0
2,0.35,0.0325,1.61175,"5-FU","AZD1775","uM","uM","A2058",2,2,2.7511275909357,1.01074349644808,0.932021905466505,1.61004404612869
2,0.35,0.08,8.4205,"5-FU","AZD1775","uM","uM","A2058",2,3,4.82819216122973,3.38131525841714,3.30610859626905,8.41359257039064
2,0.35,0.2,52.2025,"5-FU","AZD1775","uM","uM","A2058",2,4,22.5087511984231,19.7023791306222,19.6489208591576,52.1814500038084
2,0.35,0.5,88.32475,"5-FU","AZD1775","uM","uM","A2058",2,5,7.92057368960602,7.51337862336868,7.49818169316023,88.2759862715109
2,1.08,0,1.282152459,"5-FU","AZD1775","uM","uM","A2058",3,1,0,0,0,0
2,1.08,0.0325,23.20725,"5-FU","AZD1775","uM","uM","A2058",3,2,15.9678234671218,21.9250901971177,21.3317571790455,-72.6040550212366
2,1.08,0.08,29.16125,"5-FU","AZD1775","uM","uM","A2058",3,3,25.1167331876836,24.1220583112359,22.9044848770098,-66.9409654495575
2,1.08,0.2,70.74925,"5-FU","AZD1775","uM","uM","A2058",3,4,29.6796664903202,38.2491229183283,37.383649444093,-25.9377419719141
2,1.08,0.5,89.766,"5-FU","AZD1775","uM","uM","A2058",3,5,8.93206230913391,8.95462814061734,8.7085943721309,-7.80321844905635
2,10,0,34.29008536,"5-FU","AZD1775","uM","uM","A2058",5,1,0,0,0,0
2,10,0.0325,40.42475,"5-FU","AZD1775","uM","uM","A2058",5,2,3.98867739183147,6.13466258517425,5.73972020199049,-58.4926456729186
2,10,0.08,46.14225,"5-FU","AZD1775","uM","uM","A2058",5,3,7.77895085907831,11.8521606700791,8.54089763053428,-52.7753290563188
2,10,0.2,63.68275,"5-FU","AZD1775","uM","uM","A2058",5,4,8.38351121735529,29.392654794832,8.03684974675586,-35.2352806228765
2,10,0.5,87.25225,"5-FU","AZD1775","uM","uM","A2058",5,5,0.203031979258654,6.44087898260604,-0.138921034158898,-11.6668279538778
2,3.25,0,13.46791095,"5-FU","AZD1775","uM","uM","A2058",4,1,0,0,0,0
2,3.25,0.0325,27.3695,"5-FU","AZD1775","uM","uM","A2058",4,2,14.9155032095723,13.9015843936178,13.3814925679244,-71.3273218782774
2,3.25,0.08,34.74775,"5-FU","AZD1775","uM","uM","A2058",4,3,20.3084105520539,21.2798319222491,16.9192950112569,-63.9571134361791
2,3.25,0.2,58.83875,"5-FU","AZD1775","uM","uM","A2058",4,4,18.5207046050702,26.3386269077888,17.2477858870244,-39.8847866230353
2,3.25,0.5,88.71875,"5-FU","AZD1775","uM","uM","A2058",4,5,5.21343556575488,7.90737849139713,5.32306604089025,-10.0429659121656
7641,0,0,0,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",1,1,0,0,0,0
7641,0,10,58.05111444,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",1,4,0,0,0,0
7641,0,2.5,30.52485602,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",1,2,0,0,0,0
7641,0,20,69.24644754,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",1,5,0,0,0,0
7641,0,5,44.33233014,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",1,3,0,0,0,0
7641,0.00045,0,10.36520297,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",2,1,0,0,0,0
7641,0.00045,10,79.326,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",2,4,15.8684392788659,21.1774678302868,16.6779048738713,20.2130356475994
7641,0.00045,2.5,16.1055,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",2,2,-13.5787753109993,-14.3533297693096,-21.8054415494168,-16.9503283577233
7641,0.00045,20,92.18925,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",2,5,19.4472895794934,22.8377473365491,19.5390292995877,23.2653055664545
7641,0.00045,5,47.60325,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",2,3,-4.38542888426041,3.25594231354335,-2.71513848701241,1.41472470501636
7641,0.002,0,25.19613121,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",3,1,0,0,0,0
7641,0.002,10,80.0145,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",3,4,15.0075358283447,21.862815187857,11.1986883521763,19.2783523724626
7641,0.002,2.5,34.02625,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",3,2,-13.0170004150149,3.48536109223659,-14.1764131704001,-6.18972135060695
7641,0.002,20,94.34325,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",3,5,17.4449623929469,24.9818841676399,17.1638031935431,24.7919433638642
7641,0.002,5,61.589,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",3,3,1.43348609406046,17.1776515454042,3.02597423362577,11.5496801049708
7641,0.009,0,49.65794951,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",4,1,0,0,0,0
7641,0.009,10,98.90725,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",4,4,16.5440874677379,40.6690552600904,19.8372275851177,32.7330153291001
7641,0.009,2.5,85.631,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",4,2,20.3916316684086,35.808329843221,20.352437978427,29.7429816198434
7641,0.009,20,99.48325,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",4,5,14.7492473897479,30.0983481006978,14.8261258071253,27.5451193523693
7641,0.009,5,92.24725,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",4,3,20.0526665902262,42.3942840255351,20.0509377868759,31.8881128484467
7641,0.04,0,73.92115601,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",5,1,0,0,0,0
7641,0.04,10,98.992,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",5,4,10.5383870052241,24.9560445615091,9.83644285605351,22.2589571656225
7641,0.04,2.5,97.19625,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",5,2,15.1926731340254,23.1685173031844,15.1618551043862,22.2939232256425
7641,0.04,20,99.3105,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",5,5,7.71779098981996,25.2730861495789,7.26054760243036,21.174245664885
7641,0.04,5,98.14075,"BORTEZOMIB","SORAFENIB","uM","uM","LNCAP",5,3,12.5474998197488,24.1086924364087,12.5341015109101,22.5149824157854
62898,0,0,0,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM","T98G",1,1,0,0,0,0
62898,0,400,6.892556744,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM","T98G",1,2,0,0,0,0
62898,5,0,-87.25139276,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM","T98G",2,1,0,0,0,0
62898,5,400,-28.64449576,"(-)-BLEBBISTATIN","TEMOZOLOMIDE","uM","uM","T98G",2,2,-17.1145197993195,-20.0337658762038,-17.1145197993195,-20.0337887705805
62899,0,0,0,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM","T98G",1,1,0,0,0,0
62899,0,400,6.892556744,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM","T98G",1,2,0,0,0,0
62899,5,0,-18.73503079,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM","T98G",2,1,0,0,0,0
62899,5,400,20.63089441,"(-)-EPIGALLOCATECHIN GALLATE","TEMOZOLOMIDE","uM","uM","T98G",2,2,18.8752569201065,12.4513967701204,18.8752569201065,12.4513599630271
62900,0,0,0,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM","T98G",1,1,0,0,0,0
62900,0,400,6.892556744,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM","T98G",1,2,0,0,0,0
62900,5,0,-68.56790265,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM","T98G",2,1,0,0,0,0
62900,5,400,-5.755897868,"(-)-HUPERZINE A (HUPA)","TEMOZOLOMIDE","uM","uM","T98G",2,2,-1.71850289165894,-8.3120645894572,-1.71850289165894,-8.31209127764456
64716,0,0,-31.60458,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",1,1,0,0,0,0
64716,0,0.0001954,-21.06361,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",1,2,0,0,0,0
64716,0,0.0007812,12.75985,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",1,3,0,0,0,0
64716,0,0.003125,47.026203,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",1,4,0,0,0,0
64716,0,0.0125,68.201754,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",1,5,0,0,0,0
64716,0,0.05,74.193298,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",1,6,0,0,0,0
64716,0.0097656,0,-55.4477,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",2,1,0,0,0,0
64716,0.0097656,0.0001954,0.93452,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",2,2,-5.36646408896428,13.6216734044515,10.815182904043,-40.4148784047669
64716,0.0097656,0.0007812,24.01939,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",2,3,-9.09384065690401,6.97212792925391,4.94973117246452,-26.4377860610614
64716,0.0097656,0.003125,36.707546,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",2,4,-12.275479220396,-6.38951472814087,-7.61755061812523,-19.5722304993412
64716,0.0097656,0.0125,70.002584,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",2,5,-5.94845508383679,1.11510924414659,0.37796390932094,-0.859571287847714
64716,0.0097656,0.05,73.050732,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",2,6,-2.96433526341787,-0.707499269030166,-1.30574893306937,-0.598838464525599
64716,0.0390626,0,-21.49063,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",3,1,0,0,0,0
64716,0.0390626,0.0001954,-7.619644,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",3,2,-9.97592427022563,8.32476733761237,-10.2445181890206,-50.054356491915
64716,0.0390626,0.0007812,8.937645,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",3,3,-12.3226931832881,-2.36678427642995,-15.7480741184914,-39.8232725543374
64716,0.0390626,0.003125,44.913498,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",3,4,-9.86480448573703,-1.30822835895377,-9.43358957957898,-17.6262822667109
64716,0.0390626,0.0125,68.336363,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",3,5,-4.87160671214058,0.0833525320243069,-4.79400664485895,-3.36792838528507
64716,0.0390626,0.05,76.158197,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",3,6,-2.67212422515682,1.21670398578122,-2.7416450006626,1.02015261232673
64716,0.15625,0,-11.73902,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",4,1,0,0,0,0
64716,0.15625,0.0001954,-4.186424,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",4,2,-12.4636518592005,4.67671552389985,-12.6452763387853,-48.9899637584652
64716,0.15625,0.0007812,-1.66422,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",4,3,-14.1358852049551,-8.93166695091571,-25.5749430420638,-47.4294124474751
64716,0.15625,0.003125,52.35344,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",4,4,-8.47109345018067,3.29872959938459,-6.80736867150824,-13.985511587639
64716,0.15625,0.0125,59.98339,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",4,5,-6.26790346622644,-5.08897212294417,-11.1552957983648,-9.27905746837796
64716,0.15625,0.05,70.614347,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",4,6,-5.23569196179419,-2.216156630247,-7.13944099401739,-2.75171312928747
64716,0.625,0,-27.7844,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",5,1,0,0,0,0
64716,0.625,0.0001954,-21.307884,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",5,2,-14.2600322374581,-0.151259250181663,-15.7989909898654,-59.8315279380124
64716,0.625,0.0007812,-2.61983,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",5,3,-17.6449000614437,-9.52339939917508,-20.7993762524159,-48.2595879780823
64716,0.625,0.003125,41.680588,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",5,4,-9.7720925971354,-3.31010961731461,-10.1570867121531,-20.8281772329059
64716,0.625,0.0125,67.358513,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",5,5,-5.52917517877457,-0.522151360285761,-4.63214298535354,-4.92898799667964
64716,0.625,0.05,72.243917,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",5,6,-4.44256633094483,-1.20709493592607,-4.54266662408207,-1.90787721872637
64716,2.5,0,-7.08472,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",6,1,0,0,0,0
64716,2.5,0.0001954,4.501785,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",6,2,-9.1235650637743,7.17459106792462,-9.42588250395668,-43.9027476660784
64716,2.5,0.0007812,12.16848,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",6,3,-10.7677643595236,-0.366187898752784,-18.5663620404918,-39.1553836410357
64716,2.5,0.003125,51.267147,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",6,4,-8.26634085938996,2.62607567527641,-8.42539925168248,-14.9447377750086
64716,2.5,0.0125,71.323948,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",6,5,-4.42156454554321,1.93332374039694,-4.70047519967659,-2.52523437848517
64716,2.5,0.05,85.525007,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",6,6,3.53181359984045,7.01681638904235,1.63298256454796,6.26810036466597
